,date,total_cases,new_cases,weekly_new_cases_average,new_cases_yesterday,new_deaths,weeky_new_deaths_average,new_deaths_yesterday,new_tests,weekly_new_tests_average,new_tests_yesterday,positive_rate,total_vaccinations,total_vaccinations_yesterday,people_vaccinated,people_vaccinated_yesterday,people_fully_vaccinated,people_fully_vaccinated_yesterday,stringency_index,driving,transit,walking,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
2020-06-11,2020-06-11,2023890.0,23133.0,20464.0,21110.0,830.0,757.0,876.0,614519.0,527587.0,627432.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,72.69,126.3,42.92,106.25,-15.0,0.0,49.0,-33.0,-36.0,12.0
2020-06-12,2020-06-12,2048756.0,24866.0,20677.0,23133.0,829.0,731.0,830.0,616249.0,527321.0,614519.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,72.69,146.81,47.34,127.74,-17.0,-1.0,57.0,-30.0,-35.0,11.0
2020-06-13,2020-06-13,2073964.0,25208.0,20601.0,24866.0,735.0,722.0,829.0,532312.0,533696.0,616249.0,0.038,0.0,0.0,0.0,0.0,0.0,0.0,72.69,142.73,44.66,131.19,-18.0,2.0,74.0,-20.0,-10.0,4.0
2020-06-14,2020-06-14,2092912.0,18948.0,21179.0,25208.0,345.0,736.0,735.0,413461.0,543473.0,532312.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,72.69,114.39,40.12,98.53,-16.0,-2.0,68.0,-23.0,-13.0,3.0
2020-06-15,2020-06-15,2112731.0,19819.0,21327.0,18948.0,396.0,719.0,345.0,505385.0,544564.0,413461.0,0.039,0.0,0.0,0.0,0.0,0.0,0.0,68.98,122.16,45.4,104.69,-14.0,-2.0,45.0,-32.0,-35.0,11.0
2020-06-16,2020-06-16,2136401.0,23670.0,21638.0,19819.0,814.0,703.0,396.0,673786.0,552677.0,505385.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,68.98,124.89,45.91,108.03,-13.0,1.0,57.0,-31.0,-36.0,11.0
2020-06-17,2020-06-17,2163465.0,27064.0,22393.0,23670.0,739.0,689.0,814.0,706139.0,569021.0,673786.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,68.98,127.18,45.69,109.04,-12.0,0.0,58.0,-31.0,-36.0,11.0
2020-06-18,2020-06-18,2191991.0,28526.0,23244.0,27064.0,689.0,670.0,739.0,703434.0,580264.0,706139.0,0.041,0.0,0.0,0.0,0.0,0.0,0.0,68.98,132.57,46.18,112.23,-13.0,1.0,59.0,-31.0,-36.0,11.0
2020-06-19,2020-06-19,2223553.0,31562.0,24014.0,28526.0,629.0,650.0,689.0,704940.0,592967.0,703434.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,68.98,153.57,51.04,135.01,-15.0,0.0,60.0,-28.0,-36.0,9.0
2020-06-20,2020-06-20,2255823.0,32270.0,24971.0,31562.0,559.0,621.0,629.0,584495.0,605637.0,704940.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,68.98,146.2,46.18,131.23,-17.0,6.0,69.0,-20.0,-11.0,3.0
2020-06-21,2020-06-21,2280971.0,25148.0,25980.0,32270.0,317.0,596.0,559.0,422763.0,613091.0,584495.0,0.045,0.0,0.0,0.0,0.0,0.0,0.0,68.98,108.83,39.74,91.1,-17.0,2.0,59.0,-23.0,-13.0,2.0
2020-06-22,2020-06-22,2313123.0,32152.0,26866.0,25148.0,407.0,592.0,317.0,547736.0,614420.0,422763.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,68.98,125.21,48.89,107.69,-16.0,-5.0,43.0,-32.0,-38.0,11.0
2020-06-23,2020-06-23,2350198.0,37075.0,28627.0,32152.0,748.0,593.0,407.0,702059.0,620470.0,547736.0,0.047,0.0,0.0,0.0,0.0,0.0,0.0,68.98,128.97,49.39,113.44,-13.0,0.0,54.0,-30.0,-38.0,11.0
2020-06-24,2020-06-24,2386074.0,35876.0,30542.0,37075.0,737.0,584.0,748.0,767027.0,624509.0,702059.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,68.98,132.31,49.41,116.42,-12.0,-1.0,57.0,-30.0,-36.0,11.0
2020-06-25,2020-06-25,2426391.0,40317.0,31801.0,35876.0,537.0,584.0,737.0,774295.0,633208.0,767027.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,68.98,138.16,49.83,121.69,-13.0,1.0,64.0,-29.0,-36.0,11.0
2020-06-26,2020-06-26,2472385.0,45994.0,33486.0,40317.0,629.0,562.0,537.0,811880.0,643331.0,774295.0,0.053,0.0,0.0,0.0,0.0,0.0,0.0,68.98,155.9,52.8,138.08,-17.0,-3.0,57.0,-28.0,-36.0,11.0
2020-06-27,2020-06-27,2513731.0,41346.0,35547.0,45994.0,503.0,562.0,629.0,696429.0,658608.0,811880.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,68.98,149.44,48.26,137.26,-19.0,-1.0,62.0,-20.0,-12.0,4.0
2020-06-28,2020-06-28,2554461.0,40730.0,36844.0,41346.0,318.0,554.0,503.0,563870.0,674598.0,696429.0,0.056,0.0,0.0,0.0,0.0,0.0,0.0,68.98,119.6,43.78,103.48,-17.0,-4.0,55.0,-22.0,-12.0,3.0
2020-06-29,2020-06-29,2595744.0,41283.0,39070.0,40730.0,385.0,554.0,318.0,664210.0,694757.0,563870.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,68.98,128.91,50.28,112.78,-13.0,-3.0,46.0,-31.0,-36.0,10.0
2020-06-30,2020-06-30,2642174.0,46430.0,40374.0,41283.0,553.0,551.0,385.0,855360.0,711396.0,664210.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,68.98,131.93,49.75,115.35,-10.0,1.0,50.0,-30.0,-37.0,11.0
2020-07-01,2020-07-01,2693993.0,51819.0,41711.0,46430.0,704.0,523.0,553.0,888247.0,733296.0,855360.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,68.98,136.75,50.4,118.56,-7.0,4.0,54.0,-27.0,-37.0,10.0
2020-07-02,2020-07-02,2750622.0,56629.0,43988.0,51819.0,713.0,518.0,704.0,860513.0,750613.0,888247.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,68.98,149.09,53.41,127.19,-4.0,11.0,77.0,-24.0,-39.0,10.0
2020-07-03,2020-07-03,2801983.0,51361.0,46319.0,56629.0,670.0,544.0,713.0,800073.0,762930.0,860513.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,68.98,149.45,50.86,136.28,-10.0,11.0,86.0,-30.0,-57.0,14.0
2020-07-04,2020-07-04,2847664.0,45681.0,47085.0,51361.0,315.0,549.0,670.0,620412.0,761243.0,800073.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,68.98,118.79,45.15,118.78,-35.0,-2.0,81.0,-30.0,-28.0,5.0
2020-07-05,2020-07-05,2898432.0,50768.0,47705.0,45681.0,326.0,523.0,315.0,526947.0,750384.0,620412.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,68.98,116.58,43.61,98.93,-22.0,-10.0,53.0,-23.0,-19.0,3.0
2020-07-06,2020-07-06,2941517.0,43085.0,49139.0,50768.0,376.0,524.0,326.0,726202.0,745109.0,526947.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,129.9,50.51,112.87,-13.0,-2.0,48.0,-30.0,-41.0,11.0
2020-07-07,2020-07-07,3002171.0,60654.0,49396.0,43085.0,1162.0,522.0,376.0,902891.0,753965.0,726202.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,130.49,51.07,115.63,-13.0,0.0,51.0,-29.0,-39.0,11.0
2020-07-08,2020-07-08,3062290.0,60119.0,51428.0,60654.0,825.0,609.0,1162.0,981153.0,760755.0,902891.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,68.98,132.84,51.13,117.17,-12.0,-1.0,52.0,-30.0,-37.0,11.0
2020-07-09,2020-07-09,3124786.0,62496.0,52614.0,60119.0,1020.0,627.0,825.0,1011042.0,774027.0,981153.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,138.6,52.96,122.3,-13.0,1.0,59.0,-30.0,-38.0,11.0
2020-07-10,2020-07-10,3192841.0,68055.0,53452.0,62496.0,817.0,671.0,1020.0,1012694.0,795531.0,1011042.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,68.98,154.14,50.75,134.44,-18.0,-4.0,43.0,-31.0,-37.0,11.0
2020-07-11,2020-07-11,3252874.0,60033.0,55837.0,68055.0,728.0,692.0,817.0,839633.0,825906.0,1012694.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,68.98,149.35,50.14,137.7,-19.0,0.0,62.0,-21.0,-12.0,4.0
2020-07-12,2020-07-12,3311312.0,58438.0,57887.0,60033.0,472.0,751.0,728.0,693589.0,857223.0,839633.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,121.09,46.71,106.76,-17.0,-3.0,64.0,-23.0,-15.0,3.0
2020-07-13,2020-07-13,3370208.0,58896.0,58983.0,58438.0,445.0,771.0,472.0,867082.0,881029.0,693589.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,130.17,51.72,115.78,-13.0,-2.0,53.0,-31.0,-38.0,10.0
2020-07-14,2020-07-14,3438244.0,68036.0,61242.0,58896.0,928.0,781.0,445.0,999494.0,901155.0,867082.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,132.39,52.23,118.24,-12.0,0.0,59.0,-31.0,-38.0,11.0
2020-07-15,2020-07-15,3506364.0,68120.0,62296.0,68036.0,975.0,748.0,928.0,1032259.0,914955.0,999494.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,68.98,134.69,51.67,119.01,-12.0,-1.0,56.0,-31.0,-37.0,11.0
2020-07-16,2020-07-16,3582184.0,75820.0,63439.0,68120.0,956.0,769.0,975.0,1025909.0,922256.0,1032259.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,68.98,139.23,51.96,122.18,-13.0,0.0,62.0,-31.0,-37.0,11.0
2020-07-17,2020-07-17,3654445.0,72261.0,65343.0,75820.0,924.0,760.0,956.0,1044985.0,924380.0,1025909.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,68.98,157.18,54.4,139.59,-17.0,-3.0,54.0,-29.0,-37.0,11.0
2020-07-18,2020-07-18,3716980.0,62535.0,65943.0,72261.0,857.0,775.0,924.0,907262.0,928993.0,1044985.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,68.98,153.27,53.39,142.42,-19.0,-1.0,74.0,-21.0,-13.0,4.0
2020-07-19,2020-07-19,3777456.0,60476.0,66301.0,62535.0,480.0,794.0,857.0,714299.0,938654.0,907262.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,68.98,122.44,46.27,105.21,-17.0,-4.0,60.0,-24.0,-16.0,3.0
2020-07-20,2020-07-20,3839546.0,62090.0,66592.0,60476.0,563.0,795.0,480.0,907253.0,941613.0,714299.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,67.13,130.68,51.58,114.43,-14.0,-4.0,51.0,-32.0,-38.0,10.0
2020-07-21,2020-07-21,3904066.0,64520.0,67048.0,62090.0,1091.0,812.0,563.0,1035264.0,947352.0,907253.0,0.071,0.0,0.0,0.0,0.0,0.0,0.0,67.13,131.94,52.17,116.2,-13.0,-2.0,54.0,-32.0,-38.0,11.0
2020-07-22,2020-07-22,3974630.0,70564.0,66546.0,64520.0,1224.0,835.0,1091.0,1105569.0,952462.0,1035264.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,67.13,133.99,50.8,116.78,-13.0,-3.0,47.0,-32.0,-37.0,11.0
2020-07-23,2020-07-23,4043070.0,68440.0,66895.0,70564.0,1070.0,871.0,1224.0,1082261.0,962934.0,1105569.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,139.22,50.99,121.36,-14.0,-2.0,55.0,-31.0,-37.0,11.0
2020-07-24,2020-07-24,4116393.0,73323.0,65841.0,68440.0,1107.0,887.0,1070.0,1072062.0,970985.0,1082261.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,158.54,54.24,140.12,-17.0,-4.0,55.0,-30.0,-37.0,11.0
2020-07-25,2020-07-25,4181308.0,64915.0,65993.0,73323.0,930.0,913.0,1107.0,878730.0,974853.0,1072062.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,153.72,54.26,144.28,-19.0,-2.0,77.0,-21.0,-13.0,4.0
2020-07-26,2020-07-26,4236083.0,54775.0,66333.0,64915.0,531.0,924.0,930.0,673702.0,970777.0,878730.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,67.13,124.36,47.19,107.91,-17.0,-5.0,65.0,-24.0,-16.0,3.0
2020-07-27,2020-07-27,4292934.0,56851.0,65518.0,54775.0,1126.0,931.0,531.0,794726.0,964977.0,673702.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,131.91,52.65,115.38,-14.0,-4.0,48.0,-32.0,-38.0,10.0
2020-07-28,2020-07-28,4359391.0,66457.0,64770.0,56851.0,1330.0,1011.0,1126.0,962798.0,948902.0,794726.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,133.61,52.55,118.12,-14.0,-3.0,53.0,-32.0,-38.0,11.0
2020-07-29,2020-07-29,4431244.0,71853.0,65046.0,66457.0,1414.0,1045.0,1330.0,1036752.0,938550.0,962798.0,0.069,0.0,0.0,0.0,0.0,0.0,0.0,67.13,137.13,53.5,121.06,-13.0,-3.0,56.0,-31.0,-38.0,10.0
2020-07-30,2020-07-30,4498701.0,67457.0,65231.0,71853.0,1231.0,1073.0,1414.0,1035014.0,928719.0,1036752.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,67.13,142.2,52.93,123.68,-13.0,-2.0,56.0,-31.0,-38.0,11.0
2020-07-31,2020-07-31,4567420.0,68719.0,65090.0,67457.0,1237.0,1096.0,1231.0,986996.0,921969.0,1035014.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,67.13,158.08,55.05,139.9,-14.0,-2.0,56.0,-28.0,-37.0,10.0
2020-08-01,2020-08-01,4623604.0,56184.0,64432.0,68719.0,1093.0,1114.0,1237.0,787887.0,909817.0,986996.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,67.13,154.29,53.83,144.64,-17.0,0.0,69.0,-20.0,-14.0,4.0
2020-08-02,2020-08-02,4669149.0,45545.0,63185.0,56184.0,437.0,1137.0,1093.0,621427.0,896839.0,787887.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,67.13,121.48,45.4,106.21,-16.0,-4.0,52.0,-24.0,-17.0,3.0
2020-08-03,2020-08-03,4714678.0,45529.0,61867.0,45545.0,581.0,1124.0,437.0,774011.0,889371.0,621427.0,0.067,0.0,0.0,0.0,0.0,0.0,0.0,67.13,134.32,53.84,118.41,-12.0,-1.0,47.0,-31.0,-38.0,10.0
2020-08-04,2020-08-04,4773479.0,58801.0,60249.0,45529.0,1282.0,1046.0,581.0,878521.0,886412.0,774011.0,0.066,0.0,0.0,0.0,0.0,0.0,0.0,67.13,133.06,50.61,117.26,-13.0,-3.0,48.0,-33.0,-39.0,11.0
2020-08-05,2020-08-05,4827936.0,54457.0,59155.0,58801.0,1438.0,1039.0,1282.0,964028.0,874373.0,878521.0,0.065,0.0,0.0,0.0,0.0,0.0,0.0,67.13,139.88,55.61,125.11,-11.0,-2.0,61.0,-30.0,-37.0,10.0
2020-08-06,2020-08-06,4887293.0,59357.0,56670.0,54457.0,1244.0,1043.0,1438.0,986363.0,863983.0,964028.0,0.064,0.0,0.0,0.0,0.0,0.0,0.0,67.13,143.8,54.21,127.8,-13.0,-2.0,62.0,-30.0,-37.0,10.0
2020-08-07,2020-08-07,4946590.0,59297.0,55513.0,59357.0,1237.0,1045.0,1244.0,1013473.0,857033.0,986363.0,0.063,0.0,0.0,0.0,0.0,0.0,0.0,67.13,162.62,56.63,147.25,-15.0,-5.0,57.0,-29.0,-37.0,10.0
2020-08-08,2020-08-08,5000709.0,54119.0,54167.0,59297.0,1078.0,1045.0,1237.0,812429.0,860816.0,1013473.0,0.062,0.0,0.0,0.0,0.0,0.0,0.0,67.13,158.61,54.97,153.6,-17.0,-1.0,79.0,-20.0,-13.0,3.0
2020-08-09,2020-08-09,5046463.0,45754.0,53872.0,54119.0,523.0,1042.0,1078.0,625140.0,864322.0,812429.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,128.53,49.31,115.63,-15.0,-4.0,66.0,-22.0,-16.0,2.0
2020-08-10,2020-08-10,5094087.0,47624.0,53902.0,45754.0,636.0,1055.0,523.0,781773.0,864852.0,625140.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,67.13,135.2,54.76,122.06,-14.0,-5.0,47.0,-32.0,-38.0,9.0
2020-08-11,2020-08-11,5142088.0,48001.0,54201.0,47624.0,1020.0,1063.0,636.0,906728.0,865961.0,781773.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,137.21,54.79,124.94,-13.0,-3.0,57.0,-31.0,-38.0,10.0
2020-08-12,2020-08-12,5198137.0,56049.0,52658.0,48001.0,1499.0,1025.0,1020.0,1024791.0,869991.0,906728.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,138.94,53.73,125.7,-13.0,-4.0,51.0,-32.0,-37.0,10.0
2020-08-13,2020-08-13,5249451.0,51314.0,52886.0,56049.0,1067.0,1034.0,1499.0,978289.0,878671.0,1024791.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,143.67,53.7,130.28,-14.0,-3.0,53.0,-31.0,-37.0,10.0
2020-08-14,2020-08-14,5314791.0,65340.0,51737.0,51314.0,1336.0,1009.0,1067.0,957566.0,877518.0,978289.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,67.13,165.07,59.62,154.03,-16.0,-5.0,53.0,-29.0,-37.0,10.0
2020-08-15,2020-08-15,5361712.0,46921.0,52600.0,65340.0,1000.0,1023.0,1336.0,766302.0,869531.0,957566.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,159.87,56.78,158.62,-18.0,-2.0,67.0,-21.0,-14.0,3.0
2020-08-16,2020-08-16,5400904.0,39192.0,51572.0,46921.0,617.0,1012.0,1000.0,569435.0,862941.0,766302.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,67.13,126.74,46.39,115.99,-16.0,-5.0,48.0,-24.0,-17.0,3.0
2020-08-17,2020-08-17,5437580.0,36676.0,50634.0,39192.0,492.0,1025.0,617.0,676233.0,854983.0,569435.0,0.061,0.0,0.0,0.0,0.0,0.0,0.0,67.13,134.52,56.09,128.92,-15.0,-6.0,42.0,-32.0,-38.0,9.0
2020-08-18,2020-08-18,5482614.0,45034.0,49070.0,36676.0,1226.0,1004.0,492.0,894762.0,839906.0,676233.0,0.058,0.0,0.0,0.0,0.0,0.0,0.0,67.13,135.89,56.83,131.87,-14.0,-4.0,50.0,-32.0,-36.0,10.0
2020-08-19,2020-08-19,5529973.0,47359.0,48647.0,45034.0,1339.0,1034.0,1226.0,1000736.0,838197.0,894762.0,0.057,0.0,0.0,0.0,0.0,0.0,0.0,67.13,137.41,55.07,131.25,-14.0,-5.0,44.0,-32.0,-36.0,10.0
2020-08-20,2020-08-20,5574013.0,44040.0,47405.0,47359.0,1103.0,1011.0,1339.0,993209.0,834760.0,1000736.0,0.055,0.0,0.0,0.0,0.0,0.0,0.0,67.13,143.09,57.74,137.98,-14.0,-4.0,53.0,-31.0,-36.0,10.0
2020-08-21,2020-08-21,5622842.0,48829.0,46366.0,44040.0,1091.0,1016.0,1103.0,961896.0,836892.0,993209.0,0.054,0.0,0.0,0.0,0.0,0.0,0.0,67.13,163.39,61.49,160.3,-16.0,-6.0,48.0,-29.0,-36.0,9.0
2020-08-22,2020-08-22,5665887.0,43045.0,44007.0,48829.0,909.0,981.0,1091.0,791665.0,837510.0,961896.0,0.052,0.0,0.0,0.0,0.0,0.0,0.0,67.13,157.51,58.4,163.89,-17.0,-2.0,66.0,-21.0,-12.0,3.0
2020-08-23,2020-08-23,5700119.0,34232.0,43454.0,43045.0,545.0,968.0,909.0,560778.0,841134.0,791665.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,67.13,124.19,50.37,119.45,-16.0,-5.0,50.0,-23.0,-15.0,3.0
2020-08-24,2020-08-24,5736641.0,36522.0,42745.0,34232.0,473.0,958.0,545.0,663112.0,839897.0,560778.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,67.13,128.51,56.47,126.93,-16.0,-7.0,32.0,-33.0,-36.0,10.0
2020-08-25,2020-08-25,5777001.0,40360.0,42723.0,36522.0,1236.0,955.0,473.0,902637.0,838023.0,663112.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,130.7,56.19,127.67,-15.0,-4.0,37.0,-33.0,-37.0,10.0
2020-08-26,2020-08-26,5822167.0,45166.0,42055.0,40360.0,1166.0,957.0,1236.0,1014981.0,839148.0,902637.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,132.61,56.41,129.85,-14.0,-5.0,42.0,-32.0,-35.0,10.0
2020-08-27,2020-08-27,5867547.0,45380.0,41742.0,45166.0,1114.0,932.0,1166.0,1013823.0,841183.0,1014981.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,67.13,135.13,54.95,129.74,-16.0,-6.0,41.0,-32.0,-36.0,10.0
2020-08-28,2020-08-28,5914395.0,46848.0,41933.0,45380.0,977.0,933.0,1114.0,984152.0,844127.0,1013823.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,156.49,59.96,153.02,-17.0,-8.0,37.0,-30.0,-35.0,9.0
2020-08-29,2020-08-29,5957126.0,42731.0,41650.0,46848.0,901.0,917.0,977.0,798179.0,847307.0,984152.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,149.24,54.18,154.28,-17.0,-4.0,49.0,-23.0,-13.0,4.0
2020-08-30,2020-08-30,5991507.0,34381.0,41606.0,42731.0,453.0,916.0,901.0,613615.0,848237.0,798179.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,121.1,51.09,116.88,-15.0,-6.0,59.0,-22.0,-15.0,2.0
2020-08-31,2020-08-31,6026895.0,35388.0,41627.0,34381.0,542.0,903.0,453.0,661932.0,855786.0,613615.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,125.67,54.35,119.62,-15.0,-7.0,30.0,-32.0,-35.0,9.0
2020-09-01,2020-09-01,6068759.0,41864.0,41465.0,35388.0,1030.0,913.0,542.0,904830.0,855617.0,661932.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,129.49,54.75,124.29,-12.0,-2.0,36.0,-31.0,-36.0,9.0
2020-09-02,2020-09-02,6109773.0,41014.0,41680.0,41864.0,1079.0,883.0,1030.0,1020801.0,855930.0,904830.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,131.27,54.99,124.44,-13.0,-5.0,35.0,-32.0,-35.0,9.0
2020-09-03,2020-09-03,6153983.0,44210.0,41087.0,41014.0,1037.0,871.0,1079.0,1031810.0,856762.0,1020801.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,67.13,140.99,57.23,131.04,-11.0,-1.0,45.0,-28.0,-35.0,8.0
2020-09-04,2020-09-04,6204376.0,50393.0,40919.0,44210.0,958.0,860.0,1037.0,994855.0,859331.0,1031810.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,170.75,64.45,161.42,-13.0,-2.0,55.0,-25.0,-36.0,8.0
2020-09-05,2020-09-05,6247464.0,43088.0,41426.0,50393.0,762.0,857.0,958.0,814161.0,860860.0,994855.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,160.05,60.8,171.28,-15.0,0.0,81.0,-18.0,-17.0,2.0
2020-09-06,2020-09-06,6278633.0,31169.0,41477.0,43088.0,469.0,837.0,762.0,564527.0,863143.0,814161.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,67.13,131.51,52.07,135.75,-13.0,-3.0,81.0,-24.0,-18.0,1.0
2020-09-07,2020-09-07,6302200.0,23567.0,41018.0,31169.0,295.0,840.0,469.0,413884.0,856131.0,564527.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,67.13,125.23,52.81,113.0,-16.0,-7.0,75.0,-40.0,-71.0,16.0
2020-09-08,2020-09-08,6329593.0,27393.0,39329.0,23567.0,453.0,804.0,295.0,661493.0,820695.0,413884.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,67.13,127.71,55.33,117.13,-16.0,-5.0,24.0,-31.0,-37.0,9.0
2020-09-09,2020-09-09,6363650.0,34057.0,37262.0,27393.0,1160.0,722.0,453.0,953183.0,785933.0,661493.0,0.048,0.0,0.0,0.0,0.0,0.0,0.0,67.13,128.06,54.31,117.26,-16.0,-7.0,24.0,-32.0,-35.0,9.0
2020-09-10,2020-09-10,6399723.0,36073.0,36268.0,34057.0,916.0,733.0,1160.0,1084159.0,776273.0,953183.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,67.13,133.04,53.05,120.4,-16.0,-6.0,27.0,-32.0,-35.0,9.0
2020-09-11,2020-09-11,6447501.0,47778.0,35106.0,36073.0,1174.0,716.0,916.0,1096530.0,783752.0,1084159.0,0.044,0.0,0.0,0.0,0.0,0.0,0.0,67.13,156.09,60.76,149.31,-17.0,-8.0,35.0,-30.0,-33.0,8.0
2020-09-12,2020-09-12,6488563.0,41062.0,34732.0,47778.0,702.0,747.0,1174.0,864681.0,798277.0,1096530.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,153.74,59.0,158.49,-16.0,-4.0,50.0,-22.0,-12.0,3.0
2020-09-13,2020-09-13,6522914.0,34351.0,34443.0,41062.0,435.0,738.0,702.0,624446.0,805494.0,864681.0,0.043,0.0,0.0,0.0,0.0,0.0,0.0,62.5,116.36,48.57,109.4,-16.0,-6.0,38.0,-25.0,-15.0,3.0
2020-09-14,2020-09-14,6557342.0,34428.0,34897.0,34351.0,431.0,734.0,435.0,706333.0,814054.0,624446.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,124.61,53.93,115.04,-16.0,-7.0,30.0,-33.0,-32.0,8.0
2020-09-15,2020-09-15,6596849.0,39507.0,36449.0,34428.0,1200.0,753.0,431.0,963718.0,855832.0,706333.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,126.96,53.65,117.76,-14.0,-5.0,36.0,-32.0,-33.0,9.0
2020-09-16,2020-09-16,6635867.0,39018.0,38179.0,39507.0,956.0,860.0,1200.0,1134683.0,899007.0,963718.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,129.2,55.96,121.13,-15.0,-8.0,36.0,-32.0,-33.0,9.0
2020-09-17,2020-09-17,6681004.0,45137.0,38888.0,39018.0,861.0,831.0,956.0,1152052.0,924936.0,1134683.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,134.37,58.8,125.1,-16.0,-7.0,34.0,-32.0,-33.0,9.0
2020-09-18,2020-09-18,6730288.0,49284.0,40183.0,45137.0,896.0,823.0,861.0,1223716.0,934635.0,1152052.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,159.07,64.19,153.53,-15.0,-7.0,35.0,-30.0,-32.0,8.0
2020-09-19,2020-09-19,6772447.0,42159.0,40398.0,49284.0,732.0,783.0,896.0,934704.0,952804.0,1223716.0,0.042,0.0,0.0,0.0,0.0,0.0,0.0,62.5,157.73,64.36,167.31,-13.0,-2.0,62.0,-21.0,-11.0,2.0
